data,titulo,resumo
2018-01-25,"Hey Davos, how about a tax on business class airfares?",""
2018-01-25,"Britain's debt timebomb  Seven in 10 UK workers are 'chronically broke', study finds",""
2018-01-25,"As State of the Union nears, is America great again for the working class?",""
2018-01-25,"Presidents Club: who was invited to the all-male charity gala?",""
2018-01-25,"Project Davos: readers' suggestions for tackling global inequality",""
2018-01-25,"Sky takes on Netflix and Amazon with cheaper streaming",""
2018-01-25,"Trans-Pacific Partnership's benefit to Australia 'very small'",""
2018-01-25,"Unions target Coalition marginal seats in multinational tax avoidance campaign",""
2018-01-25,"May calls on social media giants to do more to tackle terrorism",""
2018-01-25,"Nils Pratley on finance  ",""
2018-01-25,"Google CEO: we're happy to pay more tax",""
2018-01-25,"Business live  Davos 2018: Macron hails French recovery; Merkel warns against populism; Gates launches new malaria fight - as it happened",""
2018-01-25,"Marxism v capitalism is so last century",""
2018-01-25,"Arsenal seals cryptocurrency sponsorship deal",""
2018-01-25,"Guardian Brexit watch  ",""
2018-01-25,"Landmark leasehold case fails to slash extension costs",""
2018-01-25,"Protectionism is not the answer, Angela Merkel warns US",""
2018-01-25,"Guardian Brexit watch  How has the Brexit vote affected the economy? January verdict",""
2018-01-25,"UK job vacancies and numbers employed both hit record highs",""
2018-01-25,"Brexit data snapshot  Sterling hits $1.40 for first time since Brexit vote",""
2018-01-24,"WH Smith high street sales fall as spoof books disappoint",""
2018-01-24,"The Golf Ball: the next addition to London’s skyline?",""
2018-01-24,"Qualcomm fined €997m by EU for paying Apple to exclusively use its chips",""
2018-01-24,"Facebook should be 'regulated like cigarette industry', says tech CEO",""
2018-01-24,"World's first electric container barges to sail from European ports this summer",""
2018-01-24,"GM sued by motorcyclist in first lawsuit to involve autonomous vehicle",""
2018-01-24,"MPs to question senior Carillion executives over collapse",""
2018-01-24,"What is your experience of men-only events in the city? Tell us",""
2018-01-24,"Meet the Mentor – podcast  'I was told British people wouldn't eat dark chocolate': Meet the Mentors with Green & Black's Jo Fairley",""
2018-01-24,"The video games industry isn’t yet ready for its #MeToo moment",""
2018-01-24,"Countrywide boss resigns as shares hit new low",""
2018-01-24,"Carlisle Lake District airport to open for commercial passenger flights in June",""
2018-01-24,"Donald Trump's tariffs on panels will cost US solar industry thousands of jobs",""
2018-01-24,"Want to sell your luxury London home? Then take £1m off",""
2018-01-24,"MP calls for tougher laws after women 'groped' at men-only charity gala",""
2018-01-24,"Ban credit cards for online gambling, says government review",""
2018-01-24,"New York City sues 'Big Pharma' for $500m for fueling opioid epidemic",""
2018-01-24,"The end of road rage? A car which detects emotions",""
2018-01-24,"Justin Trudeau tells Davos: tackle inequality or risk failure",""
2018-01-24,"Nils Pratley on finance  ",""
2018-01-23,"Palmer & Harvey collapsed with debts of more than £700m",""
2018-01-23,"Business live  Davos 2018: Justin Trudeau blasts gender inequality; Modi warns against protectionism; Blanchett on refugees - Day 1 as it happened",""
2018-01-23,"The parallel universe of Davos’s high priests",""
2018-01-23,"Murdoch's Sky bid: what next for the media heavyweight?",""
2018-01-23,"London's 65th annual toy fair – in pictures",""
2018-01-23,"Gas field earthquakes put Netherlands’ biggest firms on extraction notice",""
2018-01-23,"Elon Musk lines up $55bn payday – the world's biggest bonus",""
2018-01-23,"Cate Blanchett urges Davos to give refugees more compassion",""
2018-01-23,"Rupert Murdoch’s Sky bid is not in public interest, says regulator",""
2018-01-23,"Number of new antibiotics has fallen sharply since 2000",""
2018-01-23,"UBS chairman warns against bitcoin investment as cryptocurrency falls 12%",""
2018-01-23,"Now Theresa May can stand up to Rupert Murdoch. But will she?",""
2018-01-23,"Sainsbury's to axe thousands of store management roles",""
2018-01-23,"Box office analysis: UK  Disney's gloriously ghoulish Coco charms UK box office",""
2018-01-23,"OECD chief: We have to make Brexit as smooth as possible",""
2018-01-23,"Project Syndicate economists  ",""
2018-01-23,"Trump imposes steep tariffs on imported solar panels and washing machines",""
2018-01-23,"Bringing trousers back to Trouser Town: the small businesses reviving heritage industries",""
2018-01-23,"Pets at Home brought to heel as it shuts Barkers chain",""
2018-01-23,"National Grid criticises Ofgem over Hinkley Point C proposals",""
2018-01-23,"Consumer champions  Why was I humiliated by Waitrose self-scan check?",""
2018-01-23,"Nils Pratley on finance  ",""
2018-01-23,"Off-peak charging vital for electric car power supply, experts say",""
2018-01-23,"Modern-day slavery in focus  Thai seafood: are the prawns on your plate still fished by slaves?",""
2018-01-23,"Wonky desks, giant fig trees and mindfulness classes: is this the office of the future?",""
2018-01-23,"Even at Davos, capitalism’s critics are now centre stage",""
2018-01-23,"Snow falling on leaders: 'exceptional' winter weather delays VIP arrivals to Davos",""
2018-01-23,"Netflix valuation breaks $100bn for first time",""
2018-01-23,"Business live  Pope Francis urges Davos to fight poverty and injustice; Elton John blasts 'disgraceful' inequality -- as it happened",""
2018-01-23,"UK firms report 'robust confidence levels' for 2018",""
2018-01-23,"Bossy diet advice won’t save the NHS",""
2018-01-23,"Carillion collapse shows need for company reform",""
2018-01-23,"Business leaders push for new campaign to reverse Brexit",""
2018-01-23,"Tesco to shed up to 1,700 jobs in new management shake-up",""
2018-01-23,"Jaguar Land Rover to cut production at Halewood",""
2018-01-23,"Trump tax cuts will bring short-term global growth surge, says IMF",""
2018-01-23,"Was the EU to blame for the switch to PFI?",""
2018-01-23,"IMF lifts global growth forecast to 3.9%, saying momentum is building",""
2018-01-23,"British-Australian businessman jailed in Mongolia appeals to UN over 'unfair trial'",""
2018-01-23,"More small firms handed right to complain about their bank",""
2018-01-22,"Fears for future of UK onshore wind power despite record growth",""
2018-01-22,"UK government urged to investigate insurer 'discrimination' against mentally ill",""
2018-01-22,"Think you can spot scammers? Just 9% of Britons really can",""
2018-01-22,"iPhone X lifts Dixons Carphone sales",""
2018-01-22,"Young people warned: economic focus on short-term growth is failing you",""
2018-01-22,"'Legalized loan sharking': payday loan customers recount their experiences",""
2018-01-22,"CBI chief calls for urgent ‘jobs first’ Brexit transition deal",""
2018-01-22,"Amazon's first checkout-free grocery store opens on Monday",""
2018-01-22,"Ryanair: passengers fight for expenses if flights are delayed",""
2018-01-22,"Business made simple  Virtual reality and Mr Men books: companies reveal their unusual recruitment tools",""
2018-01-22,"Unions reach $2.3m settlement on Bangladesh textile factory safety",""
2018-01-22,"We can solve the UK’s housing crisis – with a little imagination",""
2018-01-22,"It’s not just Carillion. The whole privatisation myth has been exposed",""
2018-01-22,"Inequality gap widens as 42 people hold same wealth as 3.7bn poorest",""
2018-01-22,"Labour alleges conflict of interest in oversight of private suppliers",""
2018-01-22,"The Guardian view on Davos and inequality: a demagogue takes advantage",""
2018-01-22,"How best to leave the world of work behind",""
2018-01-22,"Brief letters  Build a beautiful wall – around Davos",""
2018-01-22,"Search restarts for area willing to host highly radioactive UK waste",""
2018-01-22,"Lloyd's of London to divest from coal over climate change",""
2018-01-21,"Economics viewpoint  ",""
2018-01-21,"Technology will widen pay gap and hit women hardest – Davos report",""
2018-01-21,"Observer business agenda  ",""
2018-01-21,"Business leader  ",""
2018-01-21,"Customers can go hang at RBS, where profit is the only motive",""
2018-01-21,"Capitalism’s new crisis: after Carillion, can the private sector ever be trusted?",""
2018-01-21,"Whistleblower suing Ernst & Young over gold dealings with Dubai firm",""
2018-01-21,"Grogonomics  ",""
2018-01-21,"Boardroom excesses can no longer be tolerated. The economy has to work for all",""
2018-01-21,"Theresa May: I will fine greedy bosses who betray their workers",""
2018-01-21,"Britain’s tired old economy isn’t strong enough for Brexit",""
2018-01-21,"Whatever he chooses to say at Davos, Trump will make headlines",""
2018-01-21,"Climate change, AI and harassment – the hottest topics at this year’s Davos",""
2018-01-21,"Readers' hopes for 2018: what would you like us to cover this year?",""
2018-01-21,"Dixons Carphone CEO will step down to run chemist chain Boots",""
2018-01-21,"Why do supermarkets sell organic food wrapped in plastic?",""
2018-01-21,"Donald Trump and Theresa May to meet in Switzerland",""
2018-01-21,"Frank Field demands answers over 'reckless' running of Carillion",""
2018-01-21,"Guardian Opinion cartoon  Martin Rowson on Boris Johnson's Channel bridge proposal – cartoon",""
2018-01-21,"Business live  UK retail sales fall sharply in December, US consumer confidence dips - as it happened",""
2018-01-19,"Carillion collapse further delays building at two major hospitals",""
2018-01-19,"Boris Johnson slams UK's infrastructure record, then proposes Channel bridge",""
2018-01-19,"After Carillion we have the chance to build a better country",""
2018-01-19,"The Guardian view on a caring capitalism: healing an unhappy society",""
2018-01-19,"Funeral price war prompts Dignity to issue profits warning",""
2018-01-19,"Experts, industry and PM pour cold water on Boris Johnson's bridge",""
2018-01-19,"Could a Channel bridge be as bold and beautiful as these marvels?",""
2018-01-19,"UK's live entertainment industry hits new highs",""
2018-01-19,"Davos speakers: from Donald Trump to Malala Yousafzai",""
2018-01-19,"Davos gathering prompts locals to cash-in and leave",""
2018-01-19,"1m more smart meters which hinder switching could be rolled out",""
2018-01-19,"Hundreds of MPs call on supermarkets to scrap plastic packaging",""
2018-01-19,"MPs on both sides back tax break for referendum campaign donors",""
2018-01-19,"Project Davos: what's the single best way to close the world's wealth gap?",""
2018-01-19,"Europe must wake up to the drastic consequences of a hard Brexit",""
2018-01-19,"British shoppers reined in Christmas spending, official figures show",""
2018-01-19,"Amazon's next top headquarters: US cities strut their stuff as firm seeks second home",""
2018-01-19,"Ryanair: HMRC and employment tsar may question airline over pay",""
2018-01-19,"Macron rebuffs post-Brexit City deal unless UK pays into EU budget",""
2018-01-19,"The long read  Post-work: the radical idea of a world without jobs",""
2018-01-18,"Not to be sniffed at: more Norwegians turn from cigarettes to snuff",""
2018-01-18,"Pollutionwatch  Pollutionwatch: exhaust emissions double below 20C – by design",""
2018-01-18,"Battersea Power Station to be sold for £1.6bn",""
2018-01-18,"Waterstones' annual profits jump 80% as buyers loom",""
2018-01-18,"Already thinking positively about economic alternatives",""
2018-01-18,"Brexit blow as satellite monitoring centre moves from UK to Spain",""
2018-01-18,"Vince Cable 'disgusted' with FCA over RBS mistreatment of small firms",""
2018-01-18,"Brief letters  The great British Bayeux cover-up",""
2018-01-18,"Primark primed to overtake Next as UK's No 2 clothing retailer",""
2018-01-18,"The Guardian view on the private finance initiative: replace this failed model",""
2018-01-18,"UK's largest estate agent Countrywide issues profit warning",""
2018-01-18,"Asda and Aldi ban sale of energy drinks to under 16s",""
2018-01-18,"As inflation crushes wage rises, banks turn off lending taps to households",""
2018-01-18,"Corbyn on Carillion: we'll end outsourcing 'racket' in rule change",""
2018-01-18,"Business live  Carillion crisis: UK banks offer help to small firms, as task force launched - as it happened",""
2018-01-18,"Planning rules to be strengthened in UK to protect music venues",""
2018-01-18,"Banks extend £225m lifeline to Carillion subcontractors as firms offer jobs",""
2018-01-18,"Chemring under criminal investigation by UK fraud office",""
2018-01-18,"When it comes to estate agents, the future could be purple",""
2018-01-18,"Unions call denial of minimum wage to North Sea workers ‘national disgrace’",""
2018-01-18,"Airbus finally secures lifeline for A380 with Emirates deal",""
2018-01-18,"Supermarkets under pressure to reveal amount of plastic they create",""
2018-01-18,"First thoughts  ",""
2018-01-18,"Donald Trump is hampering fight against climate change, WEF warns",""
2018-01-18,"Pets and package holidays – how over-65s drive UK consumer spending",""
2018-01-18,"The disruptors  Check me out: the library where you can borrow clothes instead of books",""
2018-01-18,"Costa Coffee loses its froth as sales fall",""
2018-01-18,"After Carillion, social enterprises must take charge of public services",""
2018-01-18,"Crystals, potions and tarot cards: the mystical rise of new age businesses",""
2018-01-18,"From mother's ruin to modern tipple: how the UK rediscovered gin",""
2018-01-18,"Bitcoin bubble is bursting and has a long way to fall, economists warn",""
2018-01-18,"Norway aims for all short-haul flights to be 100% electric by 2040",""
2018-01-18,"Taxpayers to foot £200bn bill for PFI contracts – audit office",""
2018-01-18,"Turning offices into homes threatens affordability – study",""
2018-01-18,"Arcadia's poor sales blamed for squeeze on suppliers",""
2018-01-18,"Social media firms warned of new type of online extremism at Senate hearing",""
2018-01-18,"Grogonomics  ",""
2018-01-18,"May to set timetable to reveal foreign owners of UK property",""
2018-01-18,"Apple says it will pay $38bn in foreign cash taxes and create 20,000 US jobs",""
2018-01-18,"Not taking the biscuit: MPs decline 'unsolicited' gifts from 2 Sisters boss",""
2018-01-17,"‘Flimsy’ reassurances anger unions as creditors brace for Carillion fallout",""
2018-01-17,"Nils Pratley on finance  ",""
2018-01-17,"Guardian Opinion cartoon  Steve Bell on Theresa May and Carillion's collapse – cartoon",""
2018-01-17,"At the sharp end of the Carillion supply chain",""
2018-01-17,"Parliament to debate RBS 'hang themselves' comment",""
2018-01-17,"Four lessons the Carillion crisis can teach business, government and us",""
2018-01-17,"Tesco delays Clubcard changes after customer backlash",""
2018-01-17,"Carillion crisis: Most private customers to keep paying staff; director bonuses stopped - as it happened",""
2018-01-17,"The Guardian UK: Politics Weekly  Outsourcing and the Carillion collapse – Politics Weekly podcast",""
2018-01-17,"M&S to shut London distribution centre, putting 380 jobs at risk",""
2018-01-17,"The politics sketch  ",""
2018-01-17,"25 staff laid off at agency key to May's plastic reduction pledge",""
2018-01-17,"Payday loan rules undergo review by agency head supported by lenders",""
2018-01-17,"Carillion may have gone bust, but outsourcing is a powerful public good",""
2018-01-17,"Bitcoin’s energy usage is huge – we can't afford to ignore it",""
2018-01-17,"Goldman Sachs profits hit by Trump tax overhaul – but banks set to win in long run",""
2018-01-17,"Nearly 1m tonnes every year: supermarkets shamed for plastic packaging",""
2018-01-17,"The IMF has choked Tunisia. No wonder the people are protesting",""
2018-01-17,"PMQs: May defends Carillion actions after Corbyn criticism",""
2018-01-17,"End of the A380 superjumbo? Airbus warns future of plane at risk",""
2018-01-17,"Why Airbus says the A380 superjumbo's future is in doubt – video report",""
2018-01-17,"PMQs verdict: Corbyn taunts May over Carillion",""
2018-01-17,"London libraries assess impact of Carillion collapse",""
2018-01-17,"GKN rejects £7.4bn hostile takeover bid from Melrose",""
2018-01-17,"Burberry UK sales slump as Chinese shopping spree ends",""
2018-01-17,"CEO Kaz Hirai on Sony turnaround: 'My job has been to revive pride in what we do'",""
2018-01-17,"Mario Draghi told to drop membership of secretive bankers' club",""
2018-01-17,"EDF could build second nuclear plant 'for 20% less than Hinkley Point'",""
2018-01-17,"Interserve is not the next Carillion, says UK government",""
2018-01-17,"Nearly half a million UK firms facing 'significant' financial distress",""
2018-01-17,"Heathrow to unveil shorter third runway plan in bid to cut costs",""
2018-01-17,"The alternatives  ",""
2018-01-17,"Chinese carmaker dumps Trumpchi model name to avoid Trump link",""
2018-01-17,"Brexit uncertainty prompts employers to cut graduate jobs",""
2018-01-17,"Business made simple  'Trust your intuition': Meet the Mentors with Cath Kidston – podcast",""
2018-01-17,"Business live  Carillion crisis: Theresa May rules out bailout as Labour accuses ministers of collusion - as it happened",""
2018-01-17,"Bath University panel says vice-chancellor must leave post now",""
2018-01-17,"Verifone back online after outage on card machines",""
2018-01-17,"Justice department asks supreme court to intervene in fight against Daca",""
2018-01-17,"Carillion: unions demand taskforce to prioritise at-risk firms",""
2018-01-16,"Subcontractors lay off staff as Carillion crisis spreads",""
2018-01-16,"Nils Pratley on finance  ",""
2018-01-16,"Dow Jones tops 26,000 for first time as stock market boom continues",""
2018-01-16,"The Guardian view on Carillion’s collapse: no hiding place",""
2018-01-16,"Six warning signs that the Carillion collapse was coming",""
2018-01-16,"After Carillion how many firms can the pensions lifeboat rescue?",""
2018-01-16,"Lessons to be learned from Carillion’s collapse",""
2018-01-16,"Natural gas has role in UK energy mix",""
2018-01-16,"Carillion casualty: landscaper owed £1m that could go bust",""
2018-01-16,"'Metal particles splash into eyes': study claims iPhone workers face toxic risks",""
2018-01-16,"Greggs takes on Burger King and McDonald’s with hot food menu",""
2018-01-16,"BP's Deepwater Horizon bill tops $65bn",""
2018-01-16,"The Carillion scandal must bury the rip-off PFI dogma for good",""
2018-01-16,"Carillion: ministers fast-track inquiry into directors' conduct",""
2018-01-16,"Provident Financial expects £120m loss at doorstep lending arm",""
2018-01-16,"Flat fare? Dodgy meter blocks rollout of London's electric cabs",""
2018-01-16,"Box office analysis: UK  Gary Oldman's Darkest Hour gives V for victory at UK box office",""
2018-01-16,"Bitcoin and Ethereum tumble after renewed fears of regulatory crackdown",""
2018-01-16,"UK green energy investment halves after policy changes",""
2018-01-16,"Just Eat driver 'sent unwanted messages' to female customer",""
2018-01-16,"Co-op launches even quicker online divorce service",""
2018-01-16,"Carillion's collapse shows that we need an urgent review of outsourcing",""
2018-01-16,"UK inflation rate slips to 3%, the first fall for six months",""
2018-01-16,"MPs demand action on electrical white goods safety",""
2018-01-16,"Quarter of UK's poorest households are getting deeper in debt, IFS warns",""
2018-01-16,"Iceland supermarket vows to eliminate plastic on all own-branded products",""
2018-01-16,"Business live  Carillion liquidation: Jeremy Corbyn attacks ‘rip-off' privatisations as workers face uncertainty - as it happened",""
2018-01-16,"Fire services ready to deliver school meals after Carillion collapse",""
2018-01-16,"Carillion crisis deepens amid scramble to save jobs after firm collapses",""
2018-01-16,"The four contracts that finished Carillion",""
2018-01-16,"Tesco revamps Clubcard rewards scheme",""
2018-01-16,"Brexit is hampering UK productivity, says Bank policymaker",""
2018-01-16,"No-deal Brexit would cost EU economy £100bn, report claims",""
2018-01-16,"Carillion’s collapse exposes failings in tendering system",""
2018-01-16,"The Guardian view on Carillion: reaping the consequences of corporate greed",""
2018-01-16,"Engineering giant GKN battles to hold off £7bn takeover",""
2018-01-16,"Nils Pratley on finance  ",""
2018-01-16,"Ryanair levies £5 charge to put suitcase in overhead locker",""
2018-01-16,"Report on UK's reliance on EU workers 'must be published urgently'",""
2018-01-16,"Arthouse films battle squeeze from Netflix and blockbusters",""
2018-01-15,"Carillion's 'highly inappropriate' pay packets criticised",""
2018-01-15,"British cars: black overtakes white as most popular colour",""
2018-01-15,"Jersey Royal potato crop could be hit by shortage of EU workers",""
2018-01-15,"Project Syndicate economists  ",""
2018-01-15,"British supermarket chickens show record levels of antibiotic-resistant superbugs",""
2018-01-15,"School of life  ",""
2018-01-15,"South Carolina hospital accused of tarnishing legacy of Coretta Scott King",""
2018-01-15,"How are you being affected by the Carillion liquidation crisis?",""
2018-01-15,"Carillion: what went wrong and where does it go from here?",""
2018-01-15,"Fears fallout from Carillion collapse will spread to other companies",""
2018-01-15,"First thoughts  ",""
2018-01-15,"So you're thinking about investing in bitcoin? Don't",""
2018-01-15,"Sir Richard Branson tells Virgin Trains to lift ban on Daily Mail",""
2018-01-15,"How Michael Gove's waste plans could bring local councils together at last",""
2018-01-15,"Business made simple  Psychotherapist Philippa Perry's guide to resilience in the workplace",""
2018-01-15,"Average UK property asking price up £2,000, says Rightmove",""
2018-01-15,"Diesel car sales slump puts thousands of jobs at risk in UK",""
2018-01-15,"Ford to invest $11bn and have 40 hybrid and fully electric vehicles by 2022",""
2018-01-15,"Labour demands answers on 'high-risk' Carillion contracts",""
2018-01-15,"Carillion lenders consider appeal to save firm from collapse",""
2018-01-14,"Carillion crisis: hedge funds rake in tens of millions",""
2018-01-14,"Property market braces for shockwaves from landmark leasehold case",""
2018-01-14,"How Oxfam became the rising star of UK's online fashion industry",""
2018-01-14,"Carillion crisis: UK government locked in last-ditch rescue talks",""
2018-01-14,"Detroit's auto giants take fight to big tech as largest US car show kicks into gear",""
2018-01-14,"Economics viewpoint  ",""
2018-01-14,"Business leader  ",""
2018-01-14,"Observer business agenda  ",""
2018-01-14,"William Keegan's in my view  ",""
2018-01-14,"Molly tries to shuffle the pack",""
2018-01-14,"Beer-battered ‘tofish’: welcome to London’s first all-vegan pub",""
2018-01-14,"Trump row could kill off swift post-Brexit trade deal, says former UK envoy",""
2018-01-14,"Carillion crisis looms for government as time runs out for refinancing deal",""
2018-01-14,"Carillion in crisis as outsourcing operation crumbles under debt",""
2018-01-14,"Will AT&T’s call to drop Huawei end phone maker’s US hopes?",""
2018-01-14,"The US retail industry is hemorrhaging jobs – and it's hitting women hardest",""
2018-01-14,"Trump-Trudeau love-in threatened as Canada attacks US over trade",""
2018-01-14,"Tencent, the $500bn Chinese tech firm you may never have heard of",""
2018-01-14,"Ground rent: ‘We feel like prisoners in our own home’",""
2018-01-14,"Credit cards: is this the end of the great rip-off?",""
2018-01-12,"GKN rejects £7bn hostile approach from rival Melrose",""
2018-01-12,"Steelworkers' pensions subjected to 'feeding frenzy' by advisers",""
2018-01-12,"Sterling surges against dollar as Spain and Netherlands back soft Brexit",""
2018-01-12,"Business live  Pound hits highest level since Brexit vote - as it happened",""
2018-01-12,"UK inflation: four in five workers fear cost of living squeeze, survey finds",""
2018-01-12,"Backers of cut-price chain B&M make £1bn profit on their investment",""
2018-01-12,"Carillion crisis: fears major government contractor is on the verge of collapse",""
2018-01-12,"Bill Gates and Mark Zuckerberg's guide on what to read at Davos",""
2018-01-12,"Trafficking in focus  Food firm Princes linked to inquiry into worker abuses in Italy's tomato fields",""
2018-01-12,"Online fashion retailer Boohoo doubles sales over festive period",""
2018-01-12,"Four Seasons Health Care rescue talks suffer setback",""
2018-01-12,"'A really big deal': New York City's fossil fuel divestment could spur global shift",""
2018-01-12,"Nils Pratley on finance  ",""
2018-01-12,"BHS ex-owner Dominic Chappell guilty of not disclosing information",""
2018-01-12,"Does London mayor Sadiq Khan's Brexit report stack up?",""
2018-01-12,"Lost in showbiz  Morality’s Richard Branson v the Daily Mail – unfortunately, we’ve got to pick a side",""
2018-01-12,"Business live  FTSE 100 closes at new peak but Tesco and M&S slump after Christmas updates - as it happened",""
2018-01-12,"Government indecision leaves £1.3bn Swansea tidal lagoon project in limbo",""
2018-01-12,"UK retailers see rise in sales of reusable coffee cups",""
2018-01-12,"EU to hold Britain to fishing quotas during Brexit transition",""
2018-01-11,"The Guardian UK: Politics Weekly  May's reshuffle and universal basic income – Politics Weekly podcast",""
2018-01-11,"Queen's bra fitter Rigby & Peller loses royal warrant after tell-all book",""
2018-01-11,"Ocado to wheel out C3PO-style robot to lend a hand at warehouses",""
2018-01-11,"Walmart uses massive Trump tax gain to offer modest pay rise to workers",""
2018-01-11,"Staying in the EU customs union after Brexit would be disastrous for Britain",""
2018-01-11,"Housebuyers benefit from profits squeeze on mortgage lenders",""
2018-01-11,"Ford-backed self-driving car in crash that sent two to hospital",""
2018-01-11,"New York City just declared war on the oil industry",""
2018-01-11,"Kodak leads surge of companies exploiting bitcoin buzz",""
2018-01-11,"Theresa May proposes plastic-free supermarket aisles in green strategy",""
2018-01-11,"Dementia is too big a problem to walk away from – for Pfizer or any of us",""
2018-01-11,"The UK Christmas retail winners and losers",""
2018-01-11,"Bitcoin and cryptocurrencies 'will come to bad end', says Warren Buffett",""
2018-01-11,"Pounds to shed: the rise of the luxury workout",""
2018-01-11,"Tough Christmas for retailers as shoppers feel the squeeze",""
2018-01-11,"Hardworking Britain  ",""
2018-01-11,"Brexit: UK could lose half a million jobs with no deal, says Sadiq Khan",""
2018-01-11,"We're going to need a bigger boat: UK yacht makers buoyant as buyers cash in on Brexit",""
2018-01-11,"Jeff Bezos: where the $106bn man belongs on the all-time rich list",""
2018-01-11,"Former​ BHS owner says workers shredded bin bags of documents",""
2018-01-10,"Brexit buyer’s remorse? We still don’t know what we’ve been sold",""
2018-01-10,"Ikea invites customers to 'pee on this ad' to check for pregnancy – and a crib deal",""
2018-01-10,"Nils Pratley on finance  ",""
2018-01-10,"John McDonnell to urge Davos elite to rewrite global economy rules",""
2018-01-10,"New York City plans to divest $5bn from fossil fuels and sue oil companies",""
2018-01-10,"Coastal states to Trump: why is Florida exempt from drilling and not us?",""
2018-01-10,"Government admits plans in place for Carillion collapse",""
2018-01-10,"M&S drops cauliflower 'steak' amid ridicule from customers",""
2018-01-10,"What a ‘no deal’ Brexit would mean for key UK industries",""
2018-01-10,"Bath revives plan to impose tourist tax",""
2018-01-10,"Minister to meet Vauxhall owner amid Ellesmere Port closure fears",""
2018-01-10,"Oil price hits three-year high of nearly $70 a barrel",""
2018-01-10,"UK economy grew by 0.6% in final quarter of 2017, says thinktank",""
2018-01-10,"Business live  UK economy grew by 0.6% in final quarter of 2017, thinktank says – as it happened",""
2018-01-10,"Sun makes £24m loss amid print ad slump and phone-hacking costs",""
2018-01-10,"Shortcuts  Forget M&S’s £2.50 ‘cauliflower steak’ – here’s how to make your own",""
2018-01-10,"Regulator sorry for not capping UK consumers' energy bills sooner",""
2018-01-10,"Sainsbury's warns of challenging market as Argos sales slide",""
2018-01-10,"Carphone Warehouse fined for 'striking' number of failures that led to data breach",""
2018-01-10,"Spread-betting industry may have put customers at risk of harm, says FCA",""
2018-01-10,"Michael Douglas issues surprise pre-emptive denial over sexual misconduct allegation",""
2018-01-10,"Majestic Wine toasts strong sales of English festive fizz",""
2018-01-10,"Worst delays on rail network: Govia Thameslink woes blamed on Whitehall",""
2018-01-10,"Winter sales shopping in Oxford Street – street photography",""
2018-01-10,"Business made simple  Bedroom business to world domination: Meet the Mentors with Trunki's Rob Law – podcast",""
2018-01-10,"Cabinet reshuffle could threaten gambling curbs, say campaigners",""
2018-01-10,"Trump administration won't allow oil drilling off Florida coast",""
2018-01-10,"Davis and Hammond make plea to Germany in pursuit of Brexit deal",""
2018-01-10,"World Bank issues warnings on interest rates and inflation",""
2018-01-10,"The strong case for a citizens’ wealth fund",""
2018-01-10,"Nils Pratley on finance  ",""
2018-01-10,"Just Eat 50p surcharge branded a rip-off by customers",""
2018-01-10,"UK must be ready for rise of electric vehicles, says ABB chief",""
2018-01-10,"Trump to attend Davos despite criticizing forum during his campaign",""
2018-01-10,"Brussels accuses David Davis of hypocrisy over EU discrimination claim",""
2018-01-10,"Business live  FTSE 100 closes at new peak, eurozone jobless rate hits near nine-year low - as it happened",""
2018-01-10,"Persimmon chief says he deserves £110m bonus",""
2018-01-10,"Record number of lorries using Dover port raises fears of Brexit delays",""
2018-01-10,"Burberry and Gucci help Oxfam to a winning online Christmas",""
2018-01-10,"Byron burger chain unveils rescue plan that could shut almost 1 in 3 branches",""
2018-01-09,"Fracking firm gets green light to test for oil at Balcombe … again",""
2018-01-09,"We can undo privatisation. And it won’t cost us a penny",""
2018-01-09,"Daily Mail accuses Virgin of censorship after trains stop selling its papers",""
2018-01-09,"Brexit: government urged to stop cost of VAT rule change hitting UK firms",""
2018-01-09,"Week in geek  Apocalypse now: what happens when the X-Men crash the Marvel Cinematic Universe?",""
2018-01-09,"UK shoppers spend £1bn more on groceries at Christmas",""
2018-01-09,"Catch the East Coast line – a fast track to Tory incompetence and scandal",""
2018-01-09,"Cost of living squeeze dents Christmas high street spending",""
2018-01-09,"Nurses priced out of housing developments on former NHS sites",""
2018-01-09,"Business live  Stock markets at record levels, but Vauxhall cuts cuts and UK house prices fall - as it happened",""
2018-01-09,"Reform, ration, or return to first principles: the choices for the NHS",""
2018-01-09,"Nils Pratley on finance  ",""
2018-01-09,"The rich benefit most, let them pay more tax",""
2018-01-09,"We medical staff are doing our best despite the waste",""
2018-01-09,"Brief letters  If you’re going to fall sick, do it in Walford",""
2018-01-09,"AA 'astonished' as sacked chairman brings wrongful dismissal case",""
2018-01-09,"Vauxhall axes 250 more jobs at Ellesmere Port plant",""
2018-01-09,"UK consumers trapped in credit card debt for longer than thought",""
2018-01-09,"Ex-BHS owner Dominic Chappell in court over alleged pension failures",""
2018-01-09,"Jared Kushner's company under renewed scrutiny over Chinese and Israeli deals",""
2018-01-08,"The disruptors  The new death industry: funeral businesses that won’t exploit grief",""
2018-01-08,"H&M apologises over image of black child in 'monkey' hoodie",""
2018-01-08,"Mothercare shares dive by more than 30% after profit warning",""
2018-01-08,"Tesco launches own-brand vegan range amid rise in plant-based eating",""
2018-01-08,"Bike blog  Confessions of a Deliveroo rider: get fit by delivering fast food",""
2018-01-08,"UK house prices falling for first time since June, says Halifax",""
2018-01-08,"UK factories optimistic for 2018 despite Brexit concerns, survey finds",""
2018-01-08,"Major retailers to reveal festive figures with M&S expected to struggle",""
